#ID,MAC,SSID,Frequency,Signal,Alt,Lon,Lat,Time
205,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,6,-76.0,703.5042377536232,35.2094906767625,32.10381187627594,2017-12-03 08:41:07
206,24:79:2a:2c:3d:68,Ariel_University,6,-85.0,699.0853653836789,35.208784193538825,32.10339539914512,2017-12-03 08:45:42
207,1c:b9:c4:16:05:38,Ariel_University,11,-71.0,694.9376368155248,35.20991403500555,32.1046910526315,2017-12-03 08:49:55
208,1c:b9:c4:14:62:48,Ariel_University,11,-69.0,696.8315528917884,35.209436542242386,32.10375691834044,2017-12-03 08:58:13
209,1c:b9:c4:96:2b:e7,,36,-89.0,710.7756189683926,35.21121884301277,32.10500618141325,2017-12-03 08:49:18
210,1c:b9:c4:95:44:57,,44,-75.0,710.7476613871767,35.21047477768118,32.10500097336687,2017-12-03 08:40:46
211,1c:b9:c4:16:e8:fc,Ariel_University,36,-80.0,696.100390839485,35.21103695836558,32.10415575294136,2017-12-03 08:42:32
212,8c:0c:90:ae:16:83,,11,-79.0,709.4559242094869,35.20906540928333,32.10358324106793,2017-12-03 08:54:24
213,1c:b9:c4:15:34:bc,Ariel_University,36,-90.0,722.9373547253995,35.21028241262848,32.1049280958924,2017-12-03 08:45:06
214,24:79:2a:2c:5b:dc,Ariel_University,36,-78.0,703.1484393235384,35.21002391316817,32.104142686249105,2017-12-03 08:55:36
215,1c:b9:c4:96:06:b7,,48,-71.0,706.2198169440267,35.21008430629888,32.10377640602972,2017-12-03 08:42:17
216,ec:8c:a2:09:03:3c,Ariel_University,44,-77.0,691.9064470832453,35.207698037468575,32.10310231558724,2017-12-03 08:38:13
217,00:1a:dd:f4:fc:64,,1,-87.0,689.2763252871639,35.21194838735254,32.106211489963755,2017-12-03 08:39:19
218,00:1a:dd:f5:e2:e4,,8,-88.0,710.2256059369854,35.2099254343313,32.10468231924794,2017-12-03 08:45:22
219,1c:b9:c4:14:2c:38,Ariel_University,6,-70.0,697.3492642059734,35.209810397344036,32.10281437558963,2017-12-03 08:42:05
220,00:1a:dd:f4:fc:65,Afikim_Wifi,1,-90.0,689.2763252871639,35.21194838735254,32.106211489963755,2017-12-03 08:39:19
221,e6:46:da:e4:84:c0,Aviramf phone,6,-87.0,689.6319853475801,35.20808401590763,32.10473074431384,2017-12-03 08:38:28
222,00:1a:dd:f5:e2:e5,Afikim_Wifi,8,-81.0,702.7538803082398,35.21012821479474,32.10477222514299,2017-12-03 08:45:00
223,1c:b9:c4:95:ed:37,,36,-85.0,697.8335736441353,35.210971616382466,32.104180210701166,2017-12-03 08:42:38
224,10:be:f5:36:02:e2,TOP-SECRET,8,-82.0,688.8993666020681,35.21138726608906,32.10614939016676,2017-12-03 08:39:13
225,d8:fe:e3:03:5a:31,Moria,6,-78.0,699.7521498395156,35.2073073810576,32.10253058643105,2017-12-03 08:37:10
226,1c:b9:c4:95:41:77,,44,-77.0,704.5435791796842,35.2108876496702,32.104164383673286,2017-12-03 08:42:35
227,8c:0c:90:2f:d3:d8,Ariel_University,11,-80.0,695.2145993359444,35.21095633191016,32.10450242754861,2017-12-03 08:40:46
228,1c:b9:c4:96:06:e7,,44,-89.0,689.0436342811676,35.21159973010257,32.106129976640474,2017-12-03 08:39:22
229,1c:b9:c4:16:f4:78,Ariel_University,1,-71.0,694.6709443162424,35.20903622540281,32.102600953943416,2017-12-03 08:45:57
230,00:02:6f:b8:c4:1a,,11,-86.0,702.3784600290483,35.208972184356085,32.10398682674761,2017-12-03 08:41:07
231,1c:b9:c4:15:1b:88,Ariel_University,11,-81.0,690.0247298147438,35.20928813919664,32.10208600104862,2017-12-03 08:46:12
232,1c:b9:c4:15:ed:7c,Ariel_University,60,-83.0,691.3292746776632,35.20958210879809,32.10199115789806,2017-12-03 08:41:50
233,ec:8c:a2:08:7a:1c,Ariel_University,44,-71.0,690.6301240378522,35.207792404900374,32.10349661289003,2017-12-03 08:37:49
234,a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,6,-70.0,694.882393120926,35.209192760118185,32.10213233620311,2017-12-03 08:46:09
235,1c:b9:c4:15:41:78,Ariel_University,1,-73.0,699.2536022240447,35.21113946279665,32.10436743646048,2017-12-03 08:47:12
236,1c:b9:c4:16:28:fc,Ariel_University,36,-78.0,701.5495691438813,35.208901795363175,32.10237157071022,2017-12-03 08:46:12
237,f8:a9:d0:66:06:4d,Orange G2_4113,6,-81.0,688.5550300637956,35.2097599664662,32.10572050842588,2017-12-03 08:38:58
238,1c:b9:c4:16:2d:ec,Ariel_University,36,-85.0,692.7030958914264,35.21025667401684,32.10493191549645,2017-12-03 08:40:49
239,00:1a:dd:f5:df:c4,,6,-89.0,717.6172124232385,35.210446896260514,32.10494482726751,2017-12-03 08:49:48
240,00:1a:dd:f5:df:c5,Afikim_Wifi,6,-89.0,704.0554242419931,35.210373607684296,32.10488210412439,2017-12-03 08:49:44
241,1c:b9:c4:95:1b:87,,58,-89.0,690.6637923310731,35.209305441513706,32.10204840896786,2017-12-03 08:41:47
242,ec:8c:a2:09:86:d8,Ariel_University,6,-92.0,690.7687922307229,35.20778662747971,32.103323385092075,2017-12-03 08:37:58
243,1c:b9:c4:16:13:0c,Ariel_University,44,-89.0,692.4506545358308,35.20866418715774,32.10332614802254,2017-12-03 08:41:25
244,1c:b9:c4:96:2d:e7,,36,-83.0,708.8736268991172,35.21027044008996,32.10492987261436,2017-12-03 08:40:49
245,1c:b9:c4:96:f4:77,,36,-84.0,693.7210746575796,35.20819917827672,32.102821209609324,2017-12-03 08:41:28
246,1c:b9:c4:16:2d:e8,Ariel_University,11,-77.0,691.0373017650509,35.21056453610048,32.10496117744306,2017-12-03 08:49:41
247,14:ae:db:43:88:35,BEZEQINT-8831,6,-85.0,697.993173771496,35.207339181669674,32.10251581558651,2017-12-03 08:37:18
248,1c:b9:c4:12:af:7c,Ariel_University,40,-76.0,697.3000448791336,35.20967918711385,32.102975182256614,2017-12-03 08:42:05
249,14:ae:db:32:52:12,surikat,6,-89.0,699.287760530489,35.20726399020641,32.10253330333696,2017-12-03 08:37:10
250,ec:8c:a2:26:d3:68,Ariel_University,11,-58.0,697.009993265412,35.20913517033049,32.10420319919805,2017-12-03 08:45:27
251,1c:b9:c4:16:06:bc,Ariel_University,48,-67.0,706.2915398748777,35.21016529591107,32.10382473035436,2017-12-03 08:42:23
252,00:1a:2f:7f:6b:70,,13,-76.0,689.3608089551669,35.21020599182136,32.10555275971392,2017-12-03 08:40:37
253,00:0d:f0:3e:fa:ca,Gateway,9,-87.0,688.7624378298848,35.21106968179408,32.106089276564596,2017-12-03 08:39:10
254,1c:b9:c4:95:42:67,,48,-90.0,690.5277389594698,35.21035937704057,32.105393533722584,2017-12-03 08:40:40
255,24:79:2a:2c:61:68,Ariel_University,6,-83.0,696.7270599946686,35.21059905198306,32.104047109642735,2017-12-03 08:42:32
256,1c:b9:c4:15:41:7c,Ariel_University,44,-78.0,696.2173923900879,35.2110012459743,32.10416345117808,2017-12-03 08:42:35
257,1c:b9:c4:94:33:c7,,48,-83.0,714.3703447936505,35.20883419348608,32.10296085254736,2017-12-03 08:45:57
258,10:be:f5:3b:68:2c,Hagar,11,-87.0,700.1622738859833,35.20734570155965,32.102528187003614,2017-12-03 08:37:13
259,1c:b9:c4:12:af:78,Ariel_University,11,-60.0,698.4657151087035,35.21000540346792,32.10334771384648,2017-12-03 08:51:45
260,62:ab:1b:60:b4:cb,Bezeq Free,8,-79.0,696.4982250213513,35.20941406778017,32.10229150012595,2017-12-03 08:46:24
261,1c:b9:c4:96:28:f7,,36,-82.0,704.2728646362713,35.20871363230101,32.10242248031378,2017-12-03 08:45:57
262,ec:8c:a2:88:7a:17,,44,-71.0,690.4413487921157,35.207824304039484,32.10375939005184,2017-12-03 08:38:22
263,ec:8c:a2:08:7a:18,Ariel_University,1,-71.0,690.4274628299759,35.20782590179721,32.10377787980504,2017-12-03 08:38:22
264,1c:b9:c4:92:af:77,,40,-83.0,698.5876172610194,35.20963378256423,32.1031242379023,2017-12-03 08:42:11
265,1c:b9:c4:16:28:f8,Ariel_University,6,-73.0,690.3743628203089,35.20908297782424,32.10260038747911,2017-12-03 08:51:01
266,1c:b9:c4:15:ed:4c,Ariel_University,44,-88.0,690.8633013150281,35.21138014652286,32.1048674859546,2017-12-03 08:47:27
267,1c:b9:c4:16:28:e8,Ariel_University,1,-67.0,702.5219461505299,35.20878692381851,32.103657836504524,2017-12-03 08:54:11
268,1c:b9:c4:15:42:68,Ariel_University,11,-79.0,690.6953216548268,35.21034427074933,32.10476614094432,2017-12-03 08:57:43
269,a2:6c:ac:a0:7b:4d,Guest,11,-64.0,695.6775622451974,35.20988523877087,32.104677607751135,2017-12-03 08:40:55
270,1c:b9:c4:16:06:ec,Ariel_University,44,-83.0,688.7622466266455,35.21091908466632,32.10604981378468,2017-12-03 08:39:04
271,1c:b9:c4:96:cc:d7,,36,-89.0,716.4196812362657,35.20897410789561,32.10400629568038,2017-12-03 08:45:33
272,a0:ab:1b:59:55:54,ear,1,-85.0,698.9056862429085,35.20734901460898,32.10251814263996,2017-12-03 08:37:15
273,1c:b9:c4:96:d2:87,,44,-89.0,690.9460551220589,35.20769754582129,32.10297429619621,2017-12-03 08:37:45
274,7e:ff:30:08:7f:bd,SETUP,11,-80.0,688.0,35.208865,32.10241537,2017-12-03 08:46:06
275,a2:6c:ac:a0:7b:55,Guest,52,-73.0,721.9074685803262,35.209799109729424,32.10465583147739,2017-12-03 08:53:47
276,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,6,-80.0,693.8391299561988,35.20987677611507,32.102638171561146,2017-12-03 08:42:05
277,1c:b9:c4:16:06:e8,Ariel_University,11,-84.0,688.5965322405589,35.21021078186345,32.10584273376777,2017-12-03 08:38:55
278,1c:b9:c4:14:33:c8,Ariel_University,11,-72.0,692.4780358428458,35.20914946296184,32.102593229213745,2017-12-03 08:50:37
279,30:e1:71:0f:b2:6a,DIRECT-69-HP DeskJet 3630 series,6,-93.0,698.0,35.21118447,32.10497523,2017-12-03 08:49:32
280,ec:8c:a2:26:b1:78,Ariel_University,1,-68.0,700.8042405610737,35.20884554733716,32.10254476119324,2017-12-03 08:41:37
281,1c:b9:c4:16:13:08,Ariel_University,11,-80.0,697.2890669002472,35.20877573109439,32.10356596775584,2017-12-03 08:41:19
282,1c:b9:c4:96:13:07,,44,-91.0,692.4506545358308,35.20866418715774,32.10332614802254,2017-12-03 08:41:25
283,1c:b9:c4:15:ed:78,Ariel_University,6,-74.0,698.7373783214325,35.20954708309181,32.10229387573215,2017-12-03 08:58:43
284,1c:b9:c4:16:f4:7c,Ariel_University,36,-78.0,696.7252437521759,35.208140517112234,32.10271131567378,2017-12-03 08:37:13
285,1c:b9:c4:16:28:ec,Ariel_University,36,-70.0,702.9172571043065,35.20885999731946,32.10377211927634,2017-12-03 08:45:27
286,d8:5d:4c:9e:69:22,AUC_4_2_24,1,-75.0,700.552705808071,35.20924847562003,32.1031911016264,2017-12-03 08:42:14
287,1c:b9:c4:15:3d:6c,Ariel_University,44,-87.0,696.5341776276562,35.209897806241734,32.10264502460317,2017-12-03 08:42:02
288,30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,6,-83.0,700.8868204723456,35.20912676733564,32.104195792901045,2017-12-03 08:41:04
289,c2:6c:ac:9f:fb:27,shapedo,36,-89.0,690.7435731036957,35.20928224839672,32.10489300606392,2017-12-03 08:38:52
290,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-79.0,701.3552995474666,35.209580713569906,32.103471198035294,2017-12-03 08:45:42
291,90:6c:ac:a0:60:55,Guest,36,-82.0,721.9074685803262,35.209799109729424,32.10465583147739,2017-12-03 08:53:47
292,a2:6c:ac:a0:3d:eb,giftwizard,3,-72.0,700.3527649129138,35.20942332054323,32.103777919173986,2017-12-03 08:50:16
293,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-83.0,689.0,35.2096924,32.10455252,2017-12-03 08:50:04
294,00:12:2a:39:2c:3c,netbox-550b,1,-86.0,698.9056862429085,35.20734901460898,32.10251814263996,2017-12-03 08:37:15
295,1c:b9:c4:16:d2:88,Ariel_University,11,-77.0,694.1027751923639,35.2089675948126,32.103218095079946,2017-12-03 08:41:25
296,1c:b9:c4:14:2f:a8,Ariel_University,1,-87.0,688.6622483231179,35.21043701631978,32.10591114100764,2017-12-03 08:38:58
297,38:a2:8c:02:e7:6e,SAMSONIX ML_003,6,-91.0,692.7188464192927,35.210472263787054,32.10500248118355,2017-12-03 08:40:46
298,00:11:6b:11:02:b7,yosh,1,-84.0,691.2324346474669,35.209745133159124,32.10243136114688,2017-12-03 08:50:55
299,ac:83:f3:b2:00:e9,SAMSONIX R500-e-09,1,-84.0,692.7188464192927,35.210472263787054,32.10500248118355,2017-12-03 08:40:46
300,1c:b9:c4:16:cc:d8,Ariel_University,1,-83.0,691.6582550631983,35.20908661069742,32.10417409535365,2017-12-03 08:45:30
301,c2:6c:ac:9f:fb:1f,shapedo,1,-67.0,689.0950557127331,35.20962524895246,32.104453754719245,2017-12-03 08:50:23
302,90:6c:ac:a0:60:4d,Guest,1,-72.0,689.1632024869866,35.20977542687116,32.10462255556327,2017-12-03 08:45:13
303,1c:b9:c4:16:cc:dc,Ariel_University,36,-90.0,692.9018041152,35.208747637130664,32.1037453613347,2017-12-03 08:41:16
304,34:8f:27:a0:89:b7,,44,-89.0,692.9030486088649,35.20942986183025,32.104466966368285,2017-12-03 08:41:01
305,24:79:2a:2b:bd:88,Ariel_University,11,-74.0,701.991605597505,35.21017502564064,32.103812563145254,2017-12-03 08:46:56
306,00:25:86:cc:07:b2,KCG_54,2,-87.0,703.2732684202417,35.20842792478725,32.10410016147078,2017-12-03 08:45:33
307,1c:b9:c4:16:d2:8c,Ariel_University,44,-83.0,696.6075178730146,35.20877703070357,32.10317369693486,2017-12-03 08:45:45
308,00:11:6b:2a:90:3c,Cartiheal,11,-73.0,703.1072222548489,35.20973323805968,32.10492080273792,2017-12-03 08:50:10
309,c4:12:f5:fd:6a:74,mati-sh1,9,-85.0,692.7415284537185,35.21004948359021,32.10483384066018,2017-12-03 08:40:52
310,80:37:73:d7:ab:3a,Hoom_2.4,1,-88.0,694.129943277534,35.207563401001366,32.10246378160256,2017-12-03 08:37:30
311,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-80.0,699.0985950915649,35.21013482043957,32.10377344097352,2017-12-03 08:42:26
312,1c:b9:c4:15:20:38,Ariel_University,11,-82.0,697.8852428165849,35.21014193535791,32.1048194748832,2017-12-03 08:45:07
313,1c:b9:c4:15:1b:8c,Ariel_University,58,-87.0,690.8338172894856,35.20947062720155,32.10202729086905,2017-12-03 08:41:47
314,00:11:6b:11:7d:c7,yosh,13,-84.0,709.8314147990669,35.21021681672399,32.104857131453684,2017-12-03 08:40:46
315,ec:9b:f3:26:ab:3a,SGH-I337M,6,-79.0,697.7819011513628,35.208211488627946,32.10280900493249,2017-12-03 08:37:27
316,1c:b9:c4:15:fd:48,Ariel_University,1,-78.0,699.02817183511,35.20938219156569,32.1036960307236,2017-12-03 08:55:23
317,ec:8c:a2:08:7b:88,Ariel_University,1,-77.0,690.3267397654319,35.20786377093516,32.10395115783471,2017-12-03 08:38:16
318,1c:b9:c4:92:90:b7,,40,-83.0,712.3984014019243,35.20912759493662,32.103074863333624,2017-12-03 08:50:48
319,d0:d4:12:68:5b:ca,klyn,1,-95.0,692.0,35.20993739,32.1020859,2017-12-03 08:46:24
320,1c:b9:c4:94:30:07,,36,-84.0,692.6868607099875,35.21071549460977,32.10506214894986,2017-12-03 08:40:43
321,00:27:19:e3:2d:fe,AUC_51_3,1,-86.0,699.287760530489,35.20726399020641,32.10253330333696,2017-12-03 08:37:10
322,1c:b9:c4:96:f1:97,,60,-83.0,699.6054525699565,35.2089337877798,32.10229102378868,2017-12-03 08:37:15
323,ec:8c:a2:08:78:3c,Ariel_University,40,-89.0,690.8658803245012,35.2077533608269,32.10317578496331,2017-12-03 08:37:52
324,00:27:22:f3:bb:86,,6,-81.0,690.4441102635042,35.20784015835278,32.10375725007887,2017-12-03 08:38:10
325,8c:0c:90:2d:75:e8,Ariel_University,1,-76.0,693.4406560089154,35.209106926899075,32.102770605944244,2017-12-03 08:58:28
326,14:ae:db:cb:05:f5,Mama,11,-90.0,694.8881937656644,35.20743113335047,32.102458386443125,2017-12-03 08:37:27
327,84:c9:b2:b7:c8:2d,Bezeq,6,-82.0,698.0276205515277,35.20997250602207,32.10258120582479,2017-12-03 09:09:13
328,1c:b9:c4:15:ec:38,Ariel_University,6,-67.0,696.3237416917867,35.209822197444346,32.10307759929191,2017-12-03 08:46:09
329,1c:b9:c4:16:1d:78,Ariel_University,1,-76.0,701.2910718327688,35.20924239010421,32.10389983863791,2017-12-03 08:54:08
330,1c:b9:c4:15:1e:6c,Ariel_University,36,-89.0,693.2846435046687,35.20963302577492,32.10251278681855,2017-12-03 08:42:08
331,10:0d:7f:7c:90:0a,Malibu,11,-91.0,692.0,35.20993739,32.1020859,2017-12-03 08:46:24
332,1c:b9:c4:55:fd:e8,Ariel_University,11,-83.0,700.2720253384917,35.211473619123694,32.10516494024965,2017-12-03 08:53:32
333,1c:b9:c4:15:44:5c,Ariel_University,44,-73.0,706.1539739448493,35.21036102366028,32.10492944314507,2017-12-03 08:40:49
334,ec:8c:a2:08:7b:8c,Ariel_University,40,-68.0,690.5042269400622,35.207828224059384,32.10367906044158,2017-12-03 08:37:58
335,1c:b9:c4:96:11:a7,,44,-86.0,712.8739433774451,35.20874832953735,32.10268330356668,2017-12-03 08:54:29
336,a0:4f:d4:46:a9:e1,richman,11,-92.0,690.8153989055744,35.20776621667453,32.103254567862166,2017-12-03 08:37:55
337,a2:6c:ac:9f:fb:1f,Neuropplied,1,-69.0,695.4692734619161,35.20987986372185,32.10466325981529,2017-12-03 08:45:04
338,24:79:2a:2c:5c:1c,Ariel_University,36,-76.0,707.2625708373013,35.21015332723746,32.103807998636846,2017-12-03 08:51:30
339,1c:b9:c4:95:3d:57,,36,-82.0,700.0010789254476,35.20968340420071,32.1020008074778,2017-12-03 08:54:47
340,1c:b9:c4:15:1e:68,Ariel_University,1,-81.0,691.9949333248929,35.21004340984831,32.10278632707773,2017-12-03 08:47:06
341,1c:b9:c4:92:7c:c7,,36,-82.0,691.8458350165492,35.20885512897605,32.10290082863347,2017-12-03 08:45:51
342,1c:b9:c4:96:ee:97,,36,-91.0,712.964955332782,35.20990359456348,32.102828942569055,2017-12-03 08:46:34
343,ec:8c:a2:89:03:37,,44,-77.0,691.9218910832049,35.20769665213842,32.10309570760303,2017-12-03 08:38:13
344,1c:b9:c4:16:1d:7c,Ariel_University,44,-82.0,710.3086401521953,35.20943242378063,32.10380222483328,2017-12-03 09:06:43
345,a2:6c:ac:9f:fb:27,Neuropplied,36,-88.0,690.7444350267791,35.2092822465669,32.104892803076424,2017-12-03 08:38:52
346,24:79:2a:2b:07:bc,Ariel_University,36,-87.0,702.88736051609,35.210176057657876,32.10384306889388,2017-12-03 08:42:23
347,24:79:2a:2b:07:b8,Ariel_University,11,-80.0,702.0523943814188,35.21015452322491,32.10380270114714,2017-12-03 08:46:56
348,a0:8c:fd:8c:79:6f,DIRECT-6E-HP DeskJet 3630 series,6,-86.0,690.9289640836059,35.20956264842609,32.104510237697276,2017-12-03 08:41:01
349,3c:1e:04:05:5f:f5,BezeqNGN_009030_2.4GHz_1,1,-92.0,701.7264123572375,35.21140688710281,32.10427768945722,2017-12-03 08:47:15
350,8c:0c:90:2d:34:38,Ariel_University,11,-75.0,696.4326713867215,35.21069042172931,32.1040782037124,2017-12-03 08:42:29
351,24:79:2a:ac:5c:17,,36,-91.0,705.1048860032018,35.21044402294606,32.103986543611605,2017-12-03 08:51:36
352,ec:8c:a2:88:79:a7,,36,-83.0,697.4311692397619,35.211247446727874,32.10490479074945,2017-12-03 08:42:59
353,1c:b9:c4:95:3d:67,,44,-88.0,712.9572535195944,35.21002970756891,32.10263051540787,2017-12-03 08:46:31
354,ec:8c:a2:09:8c:3c,Ariel_University,44,-88.0,690.5795129917332,35.20781291804855,32.10353355128237,2017-12-03 08:38:10
355,90:6c:ac:a0:18:29,Guest,6,-77.0,696.0844933060094,35.20927794257738,32.1035031940565,2017-12-03 08:45:21
356,1c:b9:c4:15:44:88,Ariel_University,6,-72.0,694.1890036629521,35.21132633559521,32.104632923999304,2017-12-03 08:42:44
357,a2:6c:ac:9f:f1:c5,Guest,2,-76.0,703.3204883399741,35.20935854287351,32.10435442695987,2017-12-03 08:45:28
358,90:8d:78:54:6b:4d,Salomon,1,-85.0,701.4256799553584,35.209807565289076,32.10460374739836,2017-12-03 08:49:52
359,a0:8c:fd:8c:c5:b2,DIRECT-98-HP DeskJet 3630 series,6,-92.0,696.0,35.2111867,32.10497406,2017-12-03 08:49:29
360,8c:0c:90:2e:e8:18,Ariel_University,6,-60.0,699.4895280437836,35.210846850895265,32.104126557683216,2017-12-03 08:42:32
361,ec:8c:a2:08:78:38,Ariel_University,1,-81.0,690.7687922307229,35.20778662747971,32.103323385092075,2017-12-03 08:37:58
362,00:27:22:f3:e0:83,,1,-88.0,689.6319853475801,35.20808401590763,32.10473074431384,2017-12-03 08:38:28
363,34:8f:27:20:8c:18,Ariel_University,6,-86.0,692.1017645899404,35.208804373605936,32.1029484839358,2017-12-03 08:50:47
364,1c:b9:c4:94:30:37,,44,-81.0,702.0,35.20969313,32.10292495,2017-12-03 09:03:58
365,ec:8c:a2:0a:08:b8,Ariel_University,6,-89.0,690.4758805974767,35.2078263595938,32.10371440835981,2017-12-03 08:38:13
366,1c:b9:c4:15:44:8c,Ariel_University,36,-87.0,695.551073827083,35.211193917522,32.10473150718274,2017-12-03 08:40:40
367,ec:8c:a2:89:0c:c7,,44,-86.0,690.6874448611455,35.20780552775216,32.10342051137385,2017-12-03 08:38:04
368,60:e3:27:7b:e0:98,HelpDesk,4,-79.0,700.6934472571063,35.21002476215528,32.103946584742125,2017-12-03 08:50:13
369,08:ed:b9:3d:8f:4b,HP-Print-4b-LaserJet 400,6,-89.0,722.9373547253995,35.21028241262848,32.1049280958924,2017-12-03 08:45:06
370,10:be:f5:a7:b4:f4,Home,7,-87.0,698.9056862429085,35.20734901460898,32.10251814263996,2017-12-03 08:37:15
371,f0:b0:52:3e:d6:f8,Ariel_University,11,-86.0,689.6319853475801,35.20808401590763,32.10473074431384,2017-12-03 08:38:28
372,24:79:2a:ab:bd:87,,44,-84.0,703.0188089055943,35.2100937127936,32.10379296292741,2017-12-03 08:42:20
373,ec:8c:a2:26:ae:28,Ariel_University,11,-88.0,690.8153989055744,35.20776621667453,32.103254567862166,2017-12-03 08:37:55
374,1c:b9:c4:15:42:6c,Ariel_University,48,-86.0,690.5953548222516,35.210379922222494,32.105382326454894,2017-12-03 08:38:58
375,8c:0c:90:ad:75:e3,,1,-79.0,703.647382162125,35.20879221167606,32.10316859783213,2017-12-03 08:45:51
376,14:ae:db:4f:50:75,GuyEmily,6,-85.0,700.9890867525717,35.21000358431366,32.10219394918968,2017-12-03 08:54:50
377,ec:8c:a2:09:8c:38,Ariel_University,1,-80.0,690.5795129917332,35.20781291804855,32.10353355128237,2017-12-03 08:38:10
378,1c:b9:c4:94:62:47,,36,-79.0,692.8918490649098,35.209608501213296,32.10457102888188,2017-12-03 08:40:58
379,1c:b9:c4:14:2f:6c,Ariel_University,36,-76.0,690.0684485472972,35.20902372566644,32.10253238275535,2017-12-03 08:46:21
380,18:d6:c7:ad:25:1a,,13,-89.0,717.6172124232385,35.210446896260514,32.10494482726751,2017-12-03 08:49:48
381,c4:12:f5:f6:a0:18,lab_6.1.3,3,-72.0,695.1230382033555,35.20997179172782,32.10256941895993,2017-12-03 08:51:08
382,1c:b9:c4:14:2b:cc,Ariel_University,36,-79.0,702.0456994786932,35.21106960662548,32.10504392751344,2017-12-03 08:40:37
383,1c:b9:c4:15:ed:48,Ariel_University,1,-78.0,691.40235069249,35.21142800662697,32.104795886035966,2017-12-03 08:44:36
384,00:27:22:f3:a6:9a,,6,-85.0,688.5497026939919,35.21010479765049,32.105801846979396,2017-12-03 08:39:07
385,ec:8c:a2:08:77:48,Ariel_University,6,-88.0,691.1036071541976,35.2076291986019,32.102861507686676,2017-12-03 08:37:42
386,1c:b9:c4:16:2b:ec,Ariel_University,36,-91.0,723.7793960780249,35.21105176968496,32.105083845149835,2017-12-03 08:44:54
387,1c:b9:c4:95:36:97,,36,-86.0,733.9581295039463,35.210961717985285,32.105028069933155,2017-12-03 08:53:26
388,ec:8c:a2:88:78:c7,,48,-82.0,694.2303369819643,35.20895591989746,32.103218438334075,2017-12-03 08:41:28
389,1c:b9:c4:15:1c:b8,Ariel_University,1,-75.0,702.2091647155692,35.20942786302367,32.10362742605507,2017-12-03 08:50:13
390,1c:b9:c4:56:cd:18,Ariel_University,1,-75.0,690.4771826394856,35.21206208631172,32.105755717208204,2017-12-03 08:39:25
391,1c:b9:c4:15:ed:3c,Ariel_University,36,-82.0,704.4425966317007,35.210800777058985,32.10414685341135,2017-12-03 08:42:32
392,1c:b9:c4:96:f4:27,,44,-88.0,691.7725879235369,35.20909891571277,32.10250943981619,2017-12-03 08:41:50
393,1c:b9:c4:14:2b:dc,Ariel_University,36,-69.0,696.8465232647834,35.20935507911809,32.10217803903876,2017-12-03 08:51:01
394,ec:8c:a2:08:99:68,Ariel_University,11,-89.0,700.1622738859833,35.20734570155965,32.102528187003614,2017-12-03 08:37:13
395,f8:d1:11:77:77:c6,HelpDesk,4,-70.0,690.8481706586514,35.20877020402067,32.102917725502465,2017-12-03 08:46:12
396,c2:6c:ac:a0:7b:55,outsense,52,-73.0,701.9303296677488,35.209824592427005,32.10466943236544,2017-12-03 08:40:55
397,1c:b9:c4:15:ec:3c,Ariel_University,36,-78.0,699.7362750892721,35.20967465253963,32.102966652510524,2017-12-03 09:01:34
398,1c:b9:c4:16:ed:38,Ariel_University,6,-62.0,699.7284254248673,35.20973963043072,32.10308709204106,2017-12-03 08:51:24
399,08:97:58:32:a6:3e,NIPPON_2516,3,-73.0,688.5550300637956,35.2097599664662,32.10572050842588,2017-12-03 08:38:58
400,1c:b9:c4:16:06:b8,Ariel_University,11,-63.0,708.4744869065172,35.210033471511814,32.103682811860615,2017-12-03 09:03:03
401,24:79:2a:ab:24:97,,36,-86.0,704.8039142370221,35.21063207786472,32.10406637837736,2017-12-03 08:51:39
402,1c:b9:c4:15:fd:4c,Ariel_University,36,-88.0,707.6104208880167,35.2093988404085,32.10412578208491,2017-12-03 08:51:33
403,58:70:c6:00:d0:f1,YICarCam_00d0f1,6,-84.0,688.5217353450139,35.20997089589932,32.10577582600903,2017-12-03 08:38:55
404,1c:b9:c4:96:04:77,,60,-86.0,691.9252951056196,35.20981699968769,32.10204989920807,2017-12-03 08:41:53
405,ec:8c:a2:26:b0:58,Ariel_University,6,-84.0,690.7687922307229,35.20778662747971,32.103323385092075,2017-12-03 08:37:58
406,1c:b9:c4:96:e8:f7,,36,-81.0,700.3305528836256,35.21102625078787,32.10417631742747,2017-12-03 08:42:35
407,8c:0c:90:2f:ca:18,Ariel_University,1,-87.0,715.6639357440854,35.20889523702908,32.10386009727099,2017-12-03 08:45:36
408,b2:6c:ac:a0:18:29,restore,6,-81.0,687.9518351951255,35.20911580024808,32.103787136097495,2017-12-03 08:57:58
409,1c:b9:c4:15:44:58,Ariel_University,11,-67.0,707.7397523099409,35.21055107398168,32.10495410645636,2017-12-03 08:44:54
